step,SmallMatrix/conv,SmallMatrix/iters,SmallMatrix/nodes_touched,SmallMatrix/tau,SmallMatrix/alpha,SmallMatrix/beta,SmallMatrix/gamma
0,3000.2666666666664,0,0,,,,
1,3000.2666666666664,1,42,1,1.0224879191439482,-0.8825253571253122,4.9972556300742
2,91.72324088101169,2,84,1,1.0255333535840228,-0.8838958880641179,4.997224649023956
3,11.562180038102115,3,126,1,0.9170849721850618,-0.9078242139017751,4.997948791288248
4,2.980455620939903,4,168,1,0.8559406692923079,-0.9314088773088605,4.998277876493259
5,1.345804913234697,5,210,1,0.817702869327968,-0.9496929557499167,4.9984544136781786
6,0.9118089645384965,6,252,1,0.7967967177125077,-0.9621071987964693,4.998540889410474
7,0.768141804391242,7,294,1,0.7880077830809487,-0.9694318434497451,4.998572220020357
8,0.7121949474891082,8,336,1,0.785599334430338,-0.9737260609547351,4.998576206946742
9,0.687297480424427,9,378,1,0.7859781822896441,-0.9766236733957903,4.998568418627842
10,0.6747377128829166,10,420,1,0.7875224806475425,-0.9789308393030769,4.998555629030134
11,0.6675007948931209,11,462,1,0.7895690192238305,-0.9809857951698251,4.998540573563756
12,0.6626762525195969,12,504,1,0.7918433000339042,-0.9829299885525136,4.998524380874626
13,0.6589503299839419,13,546,1,0.794225644881019,-0.9848253778955709,4.998507543022397
14,0.6556849348218902,14,588,1,0.7966604970627444,-0.98670078867236,4.998490288418404
15,0.6525486051719926,15,630,1,0.7991203435828371,-0.9885705110741467,4.998472729939557
16,0.6493575089798513,16,672,1,0.8015906285126742,-0.9904421096680416,4.99845492695675
17,0.6460025703429431,17,714,1,0.8040630896538028,-0.9923198801880553,4.998436912813061
18,0.6424142356952293,18,756,1,0.8065326559990291,-0.9942064609610473,4.998418707668808
19,0.6385446151266551,19,798,1,0.8089959301616887,-0.9961036216839492,4.998400324815737
20,0.6343580332409515,20,840,1,0.8114504108410046,-0.998012667802969,4.99838177393314
21,0.629825820052823,21,882,1,0.8138940759000433,-0.9999346575249213,4.998363062850002
22,0.6249233150679311,22,924,1,0.8163251477353444,-1.0018705241246506,4.998344198550979
23,0.6196280590467163,23,966,1,0.8187419534967488,-1.0038211490095283,4.9983251877895505
24,0.6139186349500186,24,1008,1,0.8211428354980908,-1.0057874087721843,4.998306037495117
25,0.6077738648276985,25,1050,1,0.8235260880368922,-1.0077702086152718,4.998286755074402
26,0.60117219664422,26,1092,1,0.8258899073326491,-1.0097705090844766,4.998267348664193
27,0.5940911825284136,27,1134,1,0.8282323466623627,-1.011789350264015,4.998247827370367
28,0.5865069860780138,28,1176,1,0.8305512715046182,-1.0138278761808213,4.998228201517193
29,0.34544397594070947,29,1218,1,0.8328443108025199,-1.0158873615058646,4.998208482926004
30,0.28133361028227055,30,1260,1,0.8195333532812366,-1.0262999179343522,4.998264688724269
31,0.2888036869726036,31,1302,1,0.8160245924153064,-1.031600521779803,4.998272856552089
32,0.27130980133143695,32,1344,1,0.8194612285506491,-1.0330509819211497,4.998247847627541
33,0.327713546344614,33,1386,1,0.8202375480784401,-1.0359991083868976,4.9982353559261785
34,0.3699300252440012,34,1428,1,0.828602702832892,-1.034726065915489,4.998185682079183
35,0.3624471153101423,35,1470,1,0.8349627473250227,-1.034611207818753,4.998144900696831
36,0.3348339452227228,36,1512,1,0.8370316456483433,-1.0368511669682565,4.998125194255309
37,0.29288050361471357,37,1554,1,0.8373091727442481,-1.0400793236195054,4.998114391534434
38,0.22992714132351572,38,1596,1,0.8359204270047385,-1.0442484747208463,4.99811192929959
39,0.17962097317006503,39,1638,1,0.8312433153704515,-1.0503169074775163,4.998125916172647
40,0.15548679314603162,40,1680,1,0.8264312078589453,-1.0565712892334171,4.998140245175778
41,0.14376207832833723,41,1722,1,0.8247332908409684,-1.0610852715429915,4.99813888742582
42,0.1360359825349194,42,1764,1,0.8250277852981134,-1.0644498637957798,4.99812753659624
43,0.12125240357434186,43,1806,1,0.8260229624984363,-1.0674117228741518,4.998112559003426
44,0.09484151983626322,44,1848,1,0.8252074225544259,-1.0714813797390201,4.998106471748857
45,0.0748525269967738,45,1890,1,0.8204536231693051,-1.0780183793094853,4.998119850755642
46,0.06718612052873829,46,1932,1,0.8159962974686619,-1.0844924928684732,4.9981315221276965
47,0.06530755204075306,47,1974,1,0.8154039428673938,-1.0885716025922476,4.998124041225278
48,0.06409100549075969,48,2016,1,0.8171976779685823,-1.0911288990329888,4.998104657658812
49,0.055315275485363,49,2058,1,0.8192808761187025,-1.0935080395337207,4.998083609615154
50,0.04064077998192211,50,2100,1,0.8175127905598463,-1.098414165351878,4.998081611345191
51,0.03483974416789848,51,2142,1,0.810950433572827,-1.1066064393351172,4.998103248728813
52,0.03449082612366396,52,2184,1,0.8090030572590037,-1.1117905554197796,4.998101873800861
53,0.03570837430223729,53,2226,1,0.8113301533639214,-1.114050494481963,4.998079275996609
54,0.0321110546689694,54,2268,1,0.8149958721713624,-1.1153952223796058,4.998049697923799
55,0.02265647711946107,55,2310,1,0.814466722091103,-1.1196514509477646,4.998040907388494
56,0.01975145076155881,56,2352,1,0.8067457230904864,-1.1290701606490658,4.998067926334869
57,0.020608920601407343,57,2394,1,0.8053107138655382,-1.1341089883214792,4.998063441063783
58,0.021895148282749268,58,2436,1,0.809183183933194,-1.1352870015759533,4.998032375077473
59,0.01807550588453867,59,2478,1,0.8136056272502337,-1.1360819078197197,4.9979980699615325
60,0.012227158260601157,60,2520,1,0.8105461428078029,-1.1423485820006567,4.998001457812176
61,0.012517874019868374,61,2562,1,0.8016303884396194,-1.1531748339317216,4.99803393149714
62,0.014170997569243633,62,2604,1,0.804929683546769,-1.1547743294423882,4.99800515167245
63,0.013802687642699707,63,2646,1,0.8112130827568147,-1.1541135356510266,4.997960778513189
64,0.008469263581541379,64,2688,1,0.8130601531114472,-1.1568444911540112,4.997938526919279
65,0.008343331030825747,65,2730,1,0.8012604783380053,-1.1702363645851346,4.997985595566429
66,0.009853615785309773,66,2772,1,0.8034261135845346,-1.1727542898933263,4.997961735484324
67,0.010048835445805326,67,2814,1,0.8109530900482163,-1.1710254968777514,4.997910082238793
68,0.005866211365405145,68,2856,1,0.8141635403845453,-1.1727401132529218,4.997879947492002
69,0.005972223895702941,69,2898,1,0.8008938949971924,-1.1877484122805408,4.997934604990624
70,0.008908571615907829,70,2940,1,0.804026447781302,-1.189509679444197,4.997905004672535
71,0.007291321925498511,71,2982,1,0.8184925951016797,-1.1821129090432652,4.997815502794366
72,0.003899183236811985,72,3024,1,0.8151708416818608,-1.1890838031259992,4.997818908207803
73,0.004648342733703823,73,3066,1,0.7993245082094003,-1.2067681185638244,4.997886961037537
74,0.008120156548922617,74,3108,1,0.8070978339668287,-1.204567298398442,4.997832469356437
75,0.005148311197885931,75,3150,1,0.8263251162015104,-1.1931394363697532,4.997714655217279
76,0.005160173513050692,76,3192,1,0.8153732280096679,-1.2064867873099154,4.997759059901763
77,0.003741566358737954,77,3234,1,0.8180798491594565,-1.2086714443773374,4.997729272389003
78,0.006095927007972292,78,3276,1,0.8111739390437853,-1.219051459340793,4.997751017602127
79,0.0034789210776337396,79,3318,1,0.8283671265190717,-1.209037787781212,4.997641423294104
80,0.003620565972036381,80,3360,1,0.8142771862094358,-1.225462166528803,4.9977030492307275
81,0.0056737565625311365,81,3402,1,0.8180998801050743,-1.226707979241259,4.997666215914641
82,0.00362733688481016,82,3444,1,0.8342175213094869,-1.2175959427855785,4.997559485375604
83,0.004459317594840271,83,3486,1,0.8234502226662197,-1.2312299657522718,4.997603766710203
84,0.00230075893220316,84,3528,1,0.8323073792977675,-1.2282189669476662,4.997536738091609
85,0.005853390341405037,85,3570,1,0.8151841308750698,-1.2478642602445433,4.997615958770505
86,0.002798101661792929,86,3612,1,0.8459191140579267,-1.22594350459559,4.997422213956744
87,0.004461045348728717,87,3654,1,0.8263116763010379,-1.2472672163037712,4.997518983599482
88,0.0047114980366445534,88,3696,1,0.8430554803667327,-1.2374139261535908,4.997403378133988
89,0.002565373572611982,89,3738,1,0.8474178008070772,-1.238332554144233,4.9973588041448975
90,0.004896022156984724,90,3780,1,0.8317027163999442,-1.2565894034105274,4.9974337372757285
91,0.0016489213921600642,91,3822,1,0.8540160991404868,-1.24199619363636,4.997280746149016
92,0.004630584931384871,92,3864,1,0.8237847699749477,-1.2734277321791525,4.997442329347512
93,0.002016312879742806,93,3906,1,0.8577521494454325,-1.2480906090154265,4.997218556651746
94,0.002801434493213816,94,3948,1,0.8351529539718054,-1.2725936655138363,4.9973373794061295
95,0.005154580206606503,95,3990,1,0.8478105811426957,-1.2660110211822602,4.997240762421869
96,0.002229057690777207,96,4032,1,0.8692790161706849,-1.2523852871914896,4.997083850346419
97,0.005058717888845383,97,4074,1,0.8462624442194073,-1.2769931332847042,4.997209697314961
98,0.0034354568555720333,98,4116,1,0.8742090744055067,-1.2575873757659086,4.99700908729535
99,0.001865712996985598,99,4158,1,0.8649643304192545,-1.2700792974171433,4.997048621816311
100,0.0044384307437066355,100,4200,1,0.8489619080706345,-1.2891612450913748,4.997129752306935
101,0.0010602614483453628,101,4242,1,0.8784298676420863,-1.268112862664913,4.996914901888524
102,0.0038874238353359667,102,4284,1,0.8372204542068391,-1.3102920974433894,4.99715948542317
103,0.0023674415407049245,103,4326,1,0.8798338152610639,-1.2764014482896262,4.996859841764788
104,0.002043696744186219,104,4368,1,0.8671815275351966,-1.2922541772316993,4.996922490064681
105,0.004702896479939276,105,4410,1,0.8653839958672436,-1.2987967350141,4.996911265397689
106,0.0019189381558631386,106,4452,1,0.8941795317529,-1.278637587871549,4.996687897242329
107,0.0040591002540351405,107,4494,1,0.868930379631915,-1.305493243628693,4.996839981534298
108,0.004135863339124108,108,4536,1,0.895135159009476,-1.2873889669276943,4.9966316213441235
109,0.0015253205449095866,109,4578,1,0.8985357300879127,-1.289336115842912,4.996581550098899
110,0.004489837440015892,110,4620,1,0.8700793490405159,-1.319518513327084,4.996758345777502
111,0.002232293663667613,111,4662,1,0.9067848882493388,-1.2920616792357116,4.996468326486172
112,0.0024318011286042053,112,4704,1,0.8874905271606655,-1.3136391428595782,4.996584433113473
113,0.0032796070628633915,113,4746,1,0.8929766729131863,-1.3137328365452454,4.996518008569292
114,0.0006754779033473187,114,4788,1,0.9052600288658228,-1.307947927052561,4.9963992037316505
115,0.0038461268394643765,115,4830,1,0.8586980092980507,-1.3566924161911138,4.9967066514029135
116,0.0016539314975067445,116,4872,1,0.9160216344583563,-1.3086013660579308,4.996260215739579
117,0.002674469305742815,117,4914,1,0.8920318312536111,-1.3348267912420182,4.9964150954160775
118,0.004142842283493391,118,4956,1,0.9100774744643589,-1.3236392853363101,4.99624915803282
119,0.001532207583485753,119,4998,1,0.9269896852941364,-1.314107698946678,4.9960848979258685
120,0.003866963848999525,120,5040,1,0.8980324776353352,-1.3447345108478013,4.996283286499504
121,0.003052496329770218,121,5082,1,0.9305013567359675,-1.3210292433281938,4.995995192732815
122,0.001314024492626232,122,5124,1,0.9257191978431212,-1.3301019551414852,4.996003531447475
123,0.003401455498385728,123,5166,1,0.9016136509808033,-1.3570434810585263,4.996165000021346
124,0.000945565699744904,124,5208,1,0.9349750934733494,-1.3321977478875584,4.995862923318624
125,0.003074046018104048,125,5250,1,0.8968402352247697,-1.372267371661224,4.996139378295206
126,0.001718678329044571,126,5292,1,0.937454670326775,-1.3401594227540845,4.995776173586801
127,0.001864200433619743,127,5334,1,0.9215251080100193,-1.359487644908763,4.995877011227204
128,0.0037384542900432667,128,5376,1,0.9270041475002606,-1.3597109033087826,4.995797700319411
129,0.0013780787655693295,129,5418,1,0.9525751022555089,-1.342427396905083,4.995540936126644
130,0.003265065305281491,130,5460,1,0.9230010691801911,-1.3739596303726274,4.995762679828662
131,0.002908113509403942,131,5502,1,0.9539535781326636,-1.3514175164980726,4.995456990584756
132,0.0011426036981882748,132,5544,1,0.9530609240449657,-1.3573186072159273,4.995428578046711
133,0.002951167279568692,133,5586,1,0.925560435957486,-1.38763584835343,4.995634464354141
134,0.0008787393371399228,134,5628,1,0.9593958996598027,-1.362149319013902,4.995295709437035
135,0.0028791710456818136,135,5670,1,0.9228447901061263,-1.4011629256462834,4.995584167635642
136,0.0014536734197747308,136,5712,1,0.9644502478390018,-1.3681346848626765,4.9951711215968295
137,0.0019223765747450057,137,5754,1,0.9448976554530755,-1.3909856622423318,4.995313515244332
138,0.003346928074239875,138,5796,1,0.9569704267796748,-1.3852725279096731,4.99516245419138
139,0.0010793864282512898,139,5838,1,0.9783335913498257,-1.3717562087713029,4.994915952382339
140,0.0029368631354085447,140,5880,1,0.9438954349276016,-1.408230280602975,4.995203232501386
141,0.00215582450345972,141,5922,1,0.9798903117097979,-1.380844488525421,4.994816416887219
142,0.0017299960102145075,142,5964,1,0.9725245339136119,-1.3925984457877096,4.994846878569487
143,0.0021211245699858648,143,6006,1,0.9681663666344558,-1.401887162786515,4.994846808967038
144,0.0008390338000395724,144,6048,1,0.9779041017429326,-1.3984736215034055,4.994705999702839
145,0.003025244140599103,145,6090,1,0.950208373703084,-1.4298441064072158,4.994933396910582
146,0.0012265046745672048,146,6132,1,0.9958171145528316,-1.3933895458051555,4.994430405207644
147,0.0024032766555244145,147,6174,1,0.9685593739847387,-1.4233466192796274,4.99466499539018
148,0.0026121018605268194,148,6216,1,0.9940238193823396,-1.4055874781876057,4.994355533130086
149,0.0009266971882290787,149,6258,1,0.9998479745371227,-1.40582790201615,4.994245142596808
150,0.0023177616819398173,150,6300,1,0.9681241359778749,-1.4404794219395916,4.994529289027408
151,0.0006739571633696718,151,6342,1,1.0018064241810598,-1.4148464641367429,4.9941255039138435
152,0.00260420114006001,152,6384,1,0.963497894268651,-1.4563819115228496,4.994479489359434
153,0.001240413297403959,153,6426,1,1.011818380713111,-1.4168295657715713,4.993912579518345
154,0.001927178759640126,154,6468,1,0.9897012663955007,-1.4423430547880072,4.994105516159689
155,0.00264132261832585,155,6510,1,1.0075935759534052,-1.4314387870091874,4.993855504697868
156,0.0006802982271007997,156,6552,1,1.0214188549035774,-1.4246435089774605,4.99364310955824
157,0.002223979498618829,157,6594,1,0.9785695424164864,-1.4701474963909635,4.9940685601384605
158,0.0008968763083350374,158,6636,1,1.021595325362514,-1.4353707774286186,4.993530623277376
159,0.0023505123504582084,159,6678,1,0.9937660269416808,-1.4667412944714977,4.993794467060767
160,0.0011929660381568093,160,6720,1,1.0296113596308776,-1.4392383766241512,4.993321002878899
161,0.0017140559729016877,161,6762,1,1.0094142067446363,-1.4632016504333527,4.993503045343623
162,0.0024809430287440837,162,6804,1,1.0248364388508526,-1.454569009908234,4.993261465373671
163,0.0006890325155935501,163,6846,1,1.0406997338613913,-1.4459525883292426,4.99300588566054
164,0.0020102842068738893,164,6888,1,0.9998976526495309,-1.4896599914963975,4.993437760946678
165,0.0007161570890709224,165,6930,1,1.039542146653052,-1.4580384408896676,4.992896705258509
166,0.002312940232197349,166,6972,1,1.0072243587216845,-1.4941144541689313,4.9932306781595415
167,0.001084729734781757,167,7014,1,1.050611534774856,-1.4593277752406661,4.992626703147938
168,0.0017484944078939141,168,7056,1,1.0274378652160991,-1.4861767521782496,4.992858010703801
169,0.0021690416980775546,169,7098,1,1.0470262155877788,-1.4737271742130407,4.9925416882495295
170,0.0009338681702691343,170,7140,1,1.0576725632783999,-1.4698038675220553,4.992332988719384
171,0.0016625267437008892,171,7182,1,1.0314703008708936,-1.499718917938829,4.992608678016871
172,0.0005426541093572603,172,7224,1,1.054558787306504,-1.483885878404188,4.992236477082471
173,0.0023663012847559384,173,7266,1,1.019019556130079,-1.5238380499686854,4.992630237539096
174,0.0008678614599750448,174,7308,1,1.0732461375931523,-1.4784685545742282,4.9918350730001535
175,0.001845130838732025,175,7350,1,1.0412265287866003,-1.5137641278572225,4.992201787574702
176,0.001589840326532985,176,7392,1,1.0707014643898987,-1.4920459802292543,4.991722597685234
177,0.0015260396745139934,177,7434,1,1.0685710479132668,-1.4997024367829124,4.991677205051884
178,0.0011319838218981563,178,7476,1,1.070255540080903,-1.5039203741234541,4.9915764401565355
179,0.0010421412807356133,179,7518,1,1.0628697007367882,-1.5165998507184364,4.991604260118283
180,0.002226649735727373,180,7560,1,1.0630918047232396,-1.522253429352359,4.991522932100086
181,0.0005167817200016833,181,7602,1,1.0931617505530902,-1.5004939584876729,4.990998411056745
182,0.0016701602216651242,182,7644,1,1.0449572250289068,-1.5518555396712457,4.991623478498976
183,0.0006085105600892701,183,7686,1,1.089203152162922,-1.5155287964567203,4.9908922461866645
184,0.00206818513586296,184,7728,1,1.0568134100690174,-1.5520894705524864,4.991293518193729
185,0.0008692298523292276,185,7770,1,1.1032301847601729,-1.5144575898754074,4.990501694740681
186,0.0016012039831160266,186,7812,1,1.075534582614694,-1.5458337425584285,4.990847034863032
187,0.0015348074930341706,187,7854,1,1.100406080464895,-1.5285382337760387,4.9903701059926995
188,0.0013925839395434634,188,7896,1,1.1020777394630878,-1.5328300452509982,4.990253331369926
189,0.001049692046352296,189,7938,1,1.1017838471890393,-1.5389262911279666,4.990167235961064
190,0.0010273774378204556,190,7980,1,1.094877839322044,-1.5511976898191127,4.990188282578725
191,0.0019855505798993017,191,8022,1,1.0973002913222938,-1.554834388550116,4.990056453652489
192,0.0006550686356640736,192,8064,1,1.1242386629686532,-1.5361167998856997,4.989506420268945
193,0.0013747047935805134,193,8106,1,1.087712604343984,-1.5759016644286623,4.990027624347064
194,0.0004803399920463213,194,8148,1,1.117369580580832,-1.55392473071196,4.989429910855224
195,0.0020192426734759778,195,8190,1,1.0831391987474006,-1.5924744501039338,4.989914163844169
196,0.0006065343041444431,196,8232,1,1.1378384813054612,-1.5472058502747754,4.988863012799722
197,0.0015147071123970044,197,8274,1,1.0977374251283667,-1.5902488652972937,4.989473137837731
198,0.0008457532699539268,198,8316,1,1.1338507665552302,-1.5623907412819305,4.988727446016503
199,0.0017729669480009112,199,8358,1,1.116023316933149,-1.5847417349088642,4.988947780692829
200,0.0008091965429630062,200,8400,1,1.146142211606296,-1.5630623773649202,4.988282485081866
201,0.0013931721887646838,201,8442,1,1.1209033337717398,-1.5920824557699862,4.988648000568816
202,0.0013116239999397766,202,8484,1,1.1438630747194412,-1.5767978473003827,4.9881055191995785
203,0.0013985274620038745,203,8526,1,1.144935361682394,-1.5817075633526059,4.987972655925555
204,0.0009115656596465269,204,8568,1,1.1505691905126714,-1.5824962693729938,4.987748141151695
205,0.0011341997559834384,205,8610,1,1.1382260936915798,-1.599722645520485,4.987876647680959
206,0.0015754104655003823,206,8652,1,1.1494727404635294,-1.5952895824080664,4.987537966568128
207,0.0010152092940419145,207,8694,1,1.164861210073502,-1.5873000053111617,4.98710467583051
208,0.0009497799521219833,208,8736,1,1.1519994229640993,-1.6048380555275208,4.987249231426708
209,0.0008437755126198303,209,8778,1,1.152855886272775,-1.6100002530801736,4.987110598890123
210,0.0016958796226201975,210,8820,1,1.1518225170040868,-1.6169284833219824,4.987009619964708
211,0.0007052426977247727,211,8862,1,1.180912563406649,-1.5965079988979596,4.9862621877391735
212,0.0010059560622171597,212,8904,1,1.1518627480607275,-1.628892832062493,4.986759999150607
213,0.0006501860082764352,213,8946,1,1.168207662597641,-1.619713502279227,4.9862815687621715
214,0.0017306900877153322,214,8988,1,1.1554938019045335,-1.6375259588936406,4.986427606449173
215,0.0005557794711530666,215,9030,1,1.1950948926618241,-1.607458401182112,4.9854096290183625
216,0.0010907356865780306,216,9072,1,1.1563723835774107,-1.648799768467172,4.986146925906821
217,0.0005343966466917973,217,9114,1,1.1845577992826213,-1.6286252224308542,4.985377555428693
218,0.001722478342575582,218,9156,1,1.1615603134508783,-1.6560002694014155,4.985763439190928
219,0.00045760205912465633,219,9198,1,1.2084338069704657,-1.6192205648286142,4.984525728888414
220,0.0011208757010798612,220,9240,1,1.1625194750352639,-1.6672703887631986,4.9854659446724225
221,0.000462646249322342,221,9282,1,1.1990348725553865,-1.6393306131506111,4.9844614483632625
222,0.0016986840963997812,222,9324,1,1.1695710366990084,-1.6727116093183314,4.985019588855989
223,0.00041062627308385586,223,9366,1,1.2215161143519917,-1.6312716187307592,4.983595530517354
224,0.0011152614036712529,224,9408,1,1.1718590614387927,-1.6827393333027816,4.984673833124289
225,0.00043906424381229454,225,9450,1,1.2124018894474264,-1.6511071431625877,4.983517582330992
226,0.0016728777699904912,226,9492,1,1.1810119476326406,-1.6861936197819762,4.984151684779238
227,0.0004123854888459349,227,9534,1,1.2346316859893145,-1.6433549823735416,4.982609039989074
228,0.001081633832519068,228,9576,1,1.1854087349901208,-1.694218721581313,4.98373240328832
229,0.0004611890775632159,229,9618,1,1.2248895563795332,-1.663732277101037,4.982540839577176
230,0.0016453469753199067,230,9660,1,1.1962936497619767,-1.6960808883232836,4.983134049732206
231,0.0004594663872090556,231,9702,1,1.2477835191752162,-1.655465107775791,4.981562689756596
232,0.0010163414899642341,232,9744,1,1.2029228511600394,-1.702013621145181,4.982628522130174
233,0.000520635125276384,233,9786,1,1.2362514448739574,-1.6774171840881031,4.981538513040678
234,0.0016031292997892156,234,9828,1,1.2143969131914114,-1.7034178673065339,4.981974780439274
235,0.0005467514516257501,235,9870,1,1.2606567661431884,-1.6678698979365412,4.980462221064444
236,0.0009053553387968261,236,9912,1,1.2230698271924423,-1.7074919075035648,4.981377266433185
237,0.0006018116239744991,237,9954,1,1.2456410766991048,-1.6929169964738264,4.980537182758862
238,0.0015205479799268414,238,9996,1,1.2335588352946467,-1.7099212390971457,4.980707205624038
239,0.0006650415178652147,239,10038,1,1.2725660290205845,-1.6811536378346181,4.979326838755569
240,0.0008535559853095726,240,10080,1,1.244251851281731,-1.7122169612547204,4.980007691217982
241,0.0007258071809439289,241,10122,1,1.2572585563009206,-1.7064739146246066,4.979410937197812
242,0.001363113160142145,242,10164,1,1.2545225050197613,-1.714949291494595,4.979296941840087
243,0.0009036952601796414,243,10206,1,1.2823469902041271,-1.6963168073291373,4.97819585440725
244,0.0007803515068838083,244,10248,1,1.2699202852216354,-1.713149720472985,4.978395035074949
245,0.000895858970426705,245,10290,1,1.267760590291138,-1.7210774995549811,4.978255892024688
246,0.0010979392337444386,246,10332,1,1.2765918647763186,-1.7191965462786087,4.977750065198338
247,0.0011638048669435626,247,10374,1,1.2880067333181355,-1.715115143372529,4.977144173519622
248,0.0006496686152225826,248,10416,1,1.2938101633489922,-1.7160027687411006,4.976719775532361
249,0.001002105046030641,249,10458,1,1.2747072884772808,-1.7389243336610962,4.9771572057311495
250,0.0007115207184407823,250,10500,1,1.2950433353357,-1.726828053316488,4.976220835989402
251,0.001370732808595442,251,10542,1,1.28525743174859,-1.7414961691658717,4.976337630472937
252,0.00045336276912537907,252,10584,1,1.3144385159477414,-1.7219115727183776,4.975041371710487
253,0.000985015604853359,253,10626,1,1.274885781884886,-1.762984082937571,4.976240754703947
254,0.00032468076684172146,254,10668,1,1.3085674233627616,-1.738856045008127,4.974774971866985
255,0.0014425226155236372,255,10710,1,1.2690821839931552,-1.7805358022355278,4.975976942911954
